"Speaker Name","Title","Date of Speech Delivered","URL to Speech"
"Theresa May","Foreign Secretary remarks during Santiago de Chile press conference, 23 May 2018","23 May 2018","https://www.gov.uk/government/speeches/foreign-secretary-remarks-during-a-press-conference-in-santiago-de-chile"
"Theresa May","Secretary of State Oral Statement on Political Talks","29 April 2019","https://www.gov.uk/government/speeches/secretary-of-state-oral-statement-on-political-talks"
"Theresa May","Priti Patel speech at third BICOM Jewish News conference","2 November 2017","https://www.gov.uk/government/speeches/priti-patel-speech-at-third-bicom-jewish-news-conference"
"Theresa May","First Sea Lord speech at the RUSI Sea Power Conference","24 May 2018","https://www.gov.uk/government/speeches/first-sea-lord-speech-at-the-rusi-sea-power-conference"
"Theresa May","First Sea Lord speech at the RUSI Sea Power Conference","24 May 2018","https://www.gov.uk/government/speeches/first-sea-lord-speech-at-the-rusi-sea-power-conference"
"Theresa May","Urging ceasefire in Idlib and protecting lives in Syria","24 April 2019","https://www.gov.uk/government/speeches/urging-ceasefire-in-idlib-and-protecting-lives-in-syria"
"Theresa May","Annual update on Crossrail 2017","29 June 2017","https://www.gov.uk/government/speeches/annual-update-on-crossrail-2017"
"Theresa May","Annual update on Crossrail 2017","29 June 2017","https://www.gov.uk/government/speeches/annual-update-on-crossrail-2017"
"Theresa May","Annual update on Crossrail 2017","29 June 2017","https://www.gov.uk/government/speeches/annual-update-on-crossrail-2017"
"Theresa May","Urging ceasefire in Idlib and protecting lives in Syria","24 April 2019","https://www.gov.uk/government/speeches/urging-ceasefire-in-idlib-and-protecting-lives-in-syria"
"Theresa May","Annual update on Crossrail 2019","23 July 2019","https://www.gov.uk/government/speeches/annual-update-on-crossrail-2019"
"Theresa May","Gallipoli commemoration 2018: Sir Alan Duncan's speech","24 April 2018","https://www.gov.uk/government/speeches/sir-alan-duncan-gallipoli-commemoration-speech"
"Theresa May","Annual update on Crossrail 2019","23 July 2019","https://www.gov.uk/government/speeches/annual-update-on-crossrail-2019"
"Theresa May","Adrian Foster speech at the Forensic Science Regulator Annual Conference","19 March 2018","https://www.gov.uk/government/speeches/adrian-foster-speech-at-the-forensic-science-regulator-annual-conference"
"Theresa May","Ending bloodshed in Libya","21 May 2019","https://www.gov.uk/government/speeches/ending-bloodshed-in-libya"
"Theresa May","Written Ministerial Statement on Secretary of State's 'minded to' intervene decision.","13 June 2019","https://www.gov.uk/government/speeches/written-ministerial-statement-on-secretary-of-states-minded-to-intervene-decision"
"Theresa May","Heathrow Airport Limited: notification of a contingent liability","6 June 2018","https://www.gov.uk/government/speeches/heathrow-airport-limited-notification-of-a-contingent-liability"
"Theresa May","For a new future","3 August 2017","https://www.gov.uk/government/speeches/for-a-new-future"
"Theresa May","Heathrow Airport Limited: notification of a contingent liability","6 June 2018","https://www.gov.uk/government/speeches/heathrow-airport-limited-notification-of-a-contingent-liability"
"Theresa May","Abstention of resolutions on long-standing issues between Israel and the Palestinian people","1 June 2018","https://www.gov.uk/government/speeches/abstention-of-resolutions-on-long-standing-issues-between-israel-and-the-palestinian-people"
"Theresa May","Heathrow Airport Limited: notification of a contingent liability","6 June 2018","https://www.gov.uk/government/speeches/heathrow-airport-limited-notification-of-a-contingent-liability"
"Theresa May","Jeremy Wright's Oral Statement on the Telecoms Supply Chain Review","22 July 2019","https://www.gov.uk/government/speeches/jeremy-wrights-oral-statement-on-the-telecoms-supply-chain-review"
"Theresa May","Humanitarian workers in Syria deserve our efforts to protect them","24 June 2019","https://www.gov.uk/government/speeches/humanitarian-workers-in-syria-deserve-our-efforts-to-protect-them"
"Theresa May","David Currie on the role of competition in stimulating innovation","3 February 2017","https://www.gov.uk/government/speeches/david-currie-on-the-role-of-competition-in-stimulating-innovation"
"Theresa May","Our 18 employment records this year show why we need the Prime Minister’s Brexit deal","9 December 2018","https://www.gov.uk/government/speeches/our-18-employment-records-this-year-show-why-we-need-the-prime-ministers-brexit-deal"
"Theresa May","For a new future","3 August 2017","https://www.gov.uk/government/speeches/for-a-new-future"
"Theresa May","Liam Fox celebrates trading relationship between the UK and Spain","13 July 2017","https://www.gov.uk/government/speeches/liam-fox-celebrates-trading-relationship-between-the-uk-and-spain"
"Theresa May","Middle East Peace Process: Call to reduce the risk of violence","20 June 2019","https://www.gov.uk/government/speeches/middle-east-peace-processcall-to-reduce-the-risk-of-violence"
"Theresa May","Ministerial to Advance Religious Freedom: Lord (Tariq) Ahmad's speech","18 July 2019","https://www.gov.uk/government/speeches/lord-tariq-ahmad-address-to-the-ministerial-to-advance-religious-freedom"
"Theresa May","Social care commentary: hidden children - the challenges of safeguarding children who are not attending school","21 December 2017","https://www.gov.uk/government/speeches/social-care-commentary-hidden-children-the-challenges-of-safeguarding-children-who-are-not-attending-school"
"Theresa May","Advancing Peace and Stability in Somalia","13 September 2018","https://www.gov.uk/government/speeches/advancing-peace-and-stability-in-somalia"
"Theresa May","Social care commentary: hidden children - the challenges of safeguarding children who are not attending school","21 December 2017","https://www.gov.uk/government/speeches/social-care-commentary-hidden-children-the-challenges-of-safeguarding-children-who-are-not-attending-school"
"Theresa May","Social care commentary: hidden children - the challenges of safeguarding children who are not attending school","21 December 2017","https://www.gov.uk/government/speeches/social-care-commentary-hidden-children-the-challenges-of-safeguarding-children-who-are-not-attending-school"
"Theresa May","Ministerial to Advance Religious Freedom: Lord (Tariq) Ahmad's speech","18 July 2019","https://www.gov.uk/government/speeches/lord-tariq-ahmad-address-to-the-ministerial-to-advance-religious-freedom"
"Theresa May","Update: Media Mergers","4 June 2018","https://www.gov.uk/government/speeches/update-media-mergers"
"Theresa May","Middle East Peace Process: Call to reduce the risk of violence","20 June 2019","https://www.gov.uk/government/speeches/middle-east-peace-processcall-to-reduce-the-risk-of-violence"
"Theresa May","Helping people from ethnic minority backgrounds into work","31 October 2018","https://www.gov.uk/government/speeches/helping-people-from-ethnic-minority-backgrounds-into-work"
"Theresa May","Post-Brexit state aid in the UK","8 October 2018","https://www.gov.uk/government/speeches/post-brexit-state-aid-in-the-uk"
"Theresa May","Inclusive political dialogue in Central Africa","4 June 2019","https://www.gov.uk/government/speeches/inclusive-political-dialogue-in-central-africa"
"Theresa May","Moving from Peacekeeping to Development in Haiti","3 April 2018","https://www.gov.uk/government/speeches/moving-from-peacekeeping-to-development-in-haiti"
"Theresa May","Ministerial correction to closing speech on Thameslink upgrades across the south east","27 April 2018","https://www.gov.uk/government/speeches/ministerial-correction-to-closing-speech-on-thameslink-upgrades-across-the-south-east"
"Theresa May","Additional airline security measures on some routes travelling to the UK","21 March 2017","https://www.gov.uk/government/speeches/additional-airline-security-measures-on-some-routes-travelling-to-the-uk"
"Theresa May","Inclusive political dialogue in Central Africa","4 June 2019","https://www.gov.uk/government/speeches/inclusive-political-dialogue-in-central-africa"
"Theresa May","Martin Coleman GCR Live speech","2 February 2019","https://www.gov.uk/government/speeches/martin-coleman-gcr-live-speech"
"Theresa May","Ministerial correction to closing speech on Thameslink upgrades across the south east","27 April 2018","https://www.gov.uk/government/speeches/ministerial-correction-to-closing-speech-on-thameslink-upgrades-across-the-south-east"
"Theresa May","Amesbury nerve agent incident: statement from Chief Medical Officer","5 September 2018","https://www.gov.uk/government/speeches/amesbury-nerve-agent-incident-statement-from-chief-medical-officer"
"Theresa May","Amesbury nerve agent incident: statement from Chief Medical Officer","5 September 2018","https://www.gov.uk/government/speeches/amesbury-nerve-agent-incident-statement-from-chief-medical-officer"
"Theresa May","Social care commentary: preventing child sexual exploitation","26 January 2017","https://www.gov.uk/government/speeches/social-care-monthly-commentary-january-2017"
"Theresa May","Social care commentary: preventing child sexual exploitation","26 January 2017","https://www.gov.uk/government/speeches/social-care-monthly-commentary-january-2017"
"Theresa May","The Natural Laws of Brexit","17 January 2019","https://www.gov.uk/government/speeches/the-natural-laws-of-brexit"
"Theresa May","Social care commentary: supporting care leavers","14 December 2016","https://www.gov.uk/government/speeches/social-care-monthly-commentary-december-2016"
"Theresa May","Resolution on the British Indian Ocean Territory","22 May 2019","https://www.gov.uk/government/speeches/resolution-on-the-british-indian-ocean-territory"
"Theresa May","UK response to the Ebola outbreak in the Democratic Republic of the Congo","23 May 2018","https://www.gov.uk/government/speeches/uk-response-to-the-ebola-outbreak-in-the-democratic-republic-of-the-congo"
"Theresa May","UK champions rights of girls and women in India and around the world","11 October 2017","https://www.gov.uk/government/speeches/we-champion-the-rights-of-women-and-girls-around-the-world"
"Theresa May","Jeremy Wright's Oral Statement on Gambling","2 July 2019","https://www.gov.uk/government/speeches/jeremy-wrights-oral-statement-on-gambling"
"Theresa May","Secretary of State speech at International Education Strategy event","1 May 2019","https://www.gov.uk/government/speeches/secretary-of-state-speech-at-international-education-strategy-event"
"Theresa May","Sky/Fox Merger","29 June 2017","https://www.gov.uk/government/speeches/skyfox-merger"
"Theresa May","Strengthening collaboration and operational co-operation with Western Balkans Customs Administrations","29 January 2018","https://www.gov.uk/government/speeches/strengthening-collaboration-and-operational-co-operation-with-western-balkans-customs-administrations"
"Theresa May","Prime Minister's speech to UK Japan Business Forum","31 August 2017","https://www.gov.uk/government/speeches/transcript-of-speech-given-by-the-prime-minister"
"Theresa May","Ending drug trafficking in West Africa","19 December 2018","https://www.gov.uk/government/speeches/ending-drug-trafficking-in-west-africa--3"
"Theresa May","Addressing the challenges that vulnerable consumers face","25 September 2018","https://www.gov.uk/government/speeches/addressing-the-challenges-that-vulnerable-consumers-face"
"Theresa May","CILEx Commencement Speech 2017","7 October 2017","https://www.gov.uk/government/speeches/cilex-commencement-speech-2017"
"Theresa May","Addressing the challenges that vulnerable consumers face","25 September 2018","https://www.gov.uk/government/speeches/addressing-the-challenges-that-vulnerable-consumers-face"
"Theresa May","Sky / Fox Merger","24 April 2017","https://www.gov.uk/government/speeches/sky-fox-merger"
"Theresa May","Law for net zero emissions begins passage through Parliament","24 June 2019","https://www.gov.uk/government/speeches/law-for-net-zero-emissions-begins-passage-through-parliament"
"Theresa May","An Internet for Children and Young People","17 November 2016","https://www.gov.uk/government/speeches/an-internet-for-children-and-young-people"
"Theresa May","Sam Gyimah: Green GB Week Clean Energy Innovation Summit","16 October 2018","https://www.gov.uk/government/speeches/sam-gyimah-green-gb-week-clean-energy-innovation-summit"
"Theresa May","Ending drug trafficking in West Africa","19 December 2018","https://www.gov.uk/government/speeches/ending-drug-trafficking-in-west-africa--3"
"Theresa May","Sky / Fox Merger","24 April 2017","https://www.gov.uk/government/speeches/sky-fox-merger"
"Theresa May","Queen’s Birthday Party celebrations in Dar es Salaam","5 June 2018","https://www.gov.uk/government/speeches/queens-birthday-party-celebrations-in-dar-es-salaam"
"Theresa May","Addressing the challenges that vulnerable consumers face","25 September 2018","https://www.gov.uk/government/speeches/addressing-the-challenges-that-vulnerable-consumers-face"
"Theresa May","A peaceful, secure, prosperous Libya through credible elections","21 May 2018","https://www.gov.uk/government/speeches/a-peaceful-secure-prosperous-libya-through-credible-elections"
"Theresa May","Focusing on children's safety and a need for enhanced political process in Yemen","15 April 2019","https://www.gov.uk/government/speeches/focusing-on-childrens-safety-and-a-need-for-enhanced-political-process-in-yemen"
"Theresa May","CILEx Commencement Speech 2017","7 October 2017","https://www.gov.uk/government/speeches/cilex-commencement-speech-2017"
"Theresa May","Stability in the Great Lakes Region","26 March 2019","https://www.gov.uk/government/speeches/stability-in-the-great-lakes-region"
"Theresa May","CILEx Commencement Speech 2017","7 October 2017","https://www.gov.uk/government/speeches/cilex-commencement-speech-2017"
"Theresa May","Stability in the Great Lakes Region","26 March 2019","https://www.gov.uk/government/speeches/stability-in-the-great-lakes-region"
"Theresa May","Steady investments in a changing climate","21 March 2019","https://www.gov.uk/government/speeches/steady-investments-in-a-changing-climate"
"Theresa May","Social care commentary: what do local authorities need to do to improve from inadequate","21 March 2018","https://www.gov.uk/government/speeches/social-care-commentary-what-do-local-authorities-need-to-do-to-improve-from-inadequate"
"Theresa May","Local housing need","14 September 2017","https://www.gov.uk/government/speeches/local-housing-need"
"Theresa May","UK is committed to ensure everyone is equal, safe and empowered: Speech by Enyonam Azumah","17 April 2019","https://www.gov.uk/government/speeches/uk-is-committed-to-ensure-everyone-is-equal-safe-and-empowered-speech-by-enyonam-azumah"
"Theresa May","British Steel compulsory liquidation","22 May 2019","https://www.gov.uk/government/speeches/british-steel-compulsory-liquidation"
"Theresa May","Steady investments in a changing climate","21 March 2019","https://www.gov.uk/government/speeches/steady-investments-in-a-changing-climate"
"Theresa May","Baroness Anelay speech at International Criminal Court Assembly of State Parties","17 November 2016","https://www.gov.uk/government/speeches/baroness-anelay-speech-at-international-criminal-court-assembly-of-state-parties"
"Theresa May","Queen’s Birthday Party celebrations in Dar es Salaam","5 June 2018","https://www.gov.uk/government/speeches/queens-birthday-party-celebrations-in-dar-es-salaam"
"Theresa May","EU Transport Council agenda for 7 June 2018","6 June 2018","https://www.gov.uk/government/speeches/eu-transport-council-agenda-for-7-june-2018"
"Theresa May","UK is committed to ensure everyone is equal, safe and empowered: Speech by Enyonam Azumah","17 April 2019","https://www.gov.uk/government/speeches/uk-is-committed-to-ensure-everyone-is-equal-safe-and-empowered-speech-by-enyonam-azumah"
"Theresa May","Meaningful implementation of humanitarian assistance in Yemen","19 February 2019","https://www.gov.uk/government/speeches/meaningful-implementation-of-humanitarian-assistance-in-yemen"
"Theresa May","Sajid Javid's speech to the LGA conference 2017","4 July 2017","https://www.gov.uk/government/speeches/sajid-javids-speech-to-the-lga-conference-2017"
"Theresa May","Chris Skidmore: A STEP further for students","25 March 2019","https://www.gov.uk/government/speeches/chris-skidmore-a-step-further-for-students"
"Theresa May","The importance of youth participation in addressing the world’s most pressing challenges","17 July 2019","https://www.gov.uk/government/speeches/the-importance-of-youth-participation-in-addressing-the-worlds-most-pressing-challenges"
"Theresa May","""We have to take action whenever a weapon of mass destruction is used.""","16 March 2017","https://www.gov.uk/government/speeches/we-have-to-take-action-whenever-a-weapon-of-mass-destruction-is-used"
"Theresa May","The importance of youth participation in addressing the world’s most pressing challenges","17 July 2019","https://www.gov.uk/government/speeches/the-importance-of-youth-participation-in-addressing-the-worlds-most-pressing-challenges"
"Theresa May","""Eastern Aleppo and other besieged areas are today facing new depths of crisis""","30 November 2016","https://www.gov.uk/government/speeches/eastern-aleppo-and-other-besieged-areas-are-today-facing-new-depths-of-crisis"
"Theresa May","""We have to take action whenever a weapon of mass destruction is used.""","16 March 2017","https://www.gov.uk/government/speeches/we-have-to-take-action-whenever-a-weapon-of-mass-destruction-is-used"
"Theresa May","The importance of youth participation in addressing the world’s most pressing challenges","17 July 2019","https://www.gov.uk/government/speeches/the-importance-of-youth-participation-in-addressing-the-worlds-most-pressing-challenges"
"Theresa May","British ambassador's speech on International Anti-Corruption Day in DRC","9 December 2016","https://www.gov.uk/government/speeches/british-ambassadors-speech-at-the-international-anti-corruption-day-in-drc"
"Theresa May","Speech by the Foreign Secretary to the UN Human Rights Council","18 June 2018","https://www.gov.uk/government/speeches/speech-by-the-foreign-secretary-to-the-un-human-rights-council"
"Theresa May","Secretary of State's oral statement on the Gosport Independent Panel report","20 June 2018","https://www.gov.uk/government/speeches/secretary-of-states-oral-statement-on-the-gosport-independent-panel-report"
"Theresa May","Amanda Spielman at Stonewall","5 July 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-stonewall"
"Theresa May","Update on the junior doctors' contract","5 September 2016","https://www.gov.uk/government/speeches/update-on-the-junior-doctors-contract"
"Theresa May","Amanda Spielman at Stonewall","5 July 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-stonewall"
"Theresa May","""Eastern Aleppo and other besieged areas are today facing new depths of crisis""","30 November 2016","https://www.gov.uk/government/speeches/eastern-aleppo-and-other-besieged-areas-are-today-facing-new-depths-of-crisis"
"Theresa May","Resolving cases of missing persons in armed conflict","11 June 2019","https://www.gov.uk/government/speeches/resolving-cases-of-missing-persons"
"Theresa May","Regulating charities in line with changing needs in society","16 July 2019","https://www.gov.uk/government/speeches/helen-stephenson-cbe-regulating-charities-in-line-with-changing-needs-in-society"
"Theresa May","""We have to take action whenever a weapon of mass destruction is used.""","16 March 2017","https://www.gov.uk/government/speeches/we-have-to-take-action-whenever-a-weapon-of-mass-destruction-is-used"
"Theresa May","Amanda Spielman at Stonewall","5 July 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-stonewall"
"Theresa May","""Eastern Aleppo and other besieged areas are today facing new depths of crisis""","30 November 2016","https://www.gov.uk/government/speeches/eastern-aleppo-and-other-besieged-areas-are-today-facing-new-depths-of-crisis"
"Theresa May","""We have to take action whenever a weapon of mass destruction is used.""","16 March 2017","https://www.gov.uk/government/speeches/we-have-to-take-action-whenever-a-weapon-of-mass-destruction-is-used"
"Theresa May","Britain has been shaping the world for centuries. That won’t change with Brexit: article by Jeremy Hunt","29 March 2019","https://www.gov.uk/government/speeches/britain-has-been-shaping-the-world-for-centuries-that-wont-change-with-brexit-article-by-jeremy-hunt"
"Theresa May","Amanda Spielman at Stonewall","5 July 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-stonewall"
"Theresa May","""We have to take action whenever a weapon of mass destruction is used.""","16 March 2017","https://www.gov.uk/government/speeches/we-have-to-take-action-whenever-a-weapon-of-mass-destruction-is-used"
"Theresa May","Britain has been shaping the world for centuries. That won’t change with Brexit: article by Jeremy Hunt","29 March 2019","https://www.gov.uk/government/speeches/britain-has-been-shaping-the-world-for-centuries-that-wont-change-with-brexit-article-by-jeremy-hunt"
"Theresa May","We need national debate on rare diseases to offer the best possible care","10 July 2019","https://www.gov.uk/government/speeches/we-need-national-debate-on-rare-diseases-to-offer-the-best-possible-care"
"Theresa May","Amanda Spielman at Stonewall","5 July 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-stonewall"
"Theresa May","Britain has been shaping the world for centuries. That won’t change with Brexit: article by Jeremy Hunt","29 March 2019","https://www.gov.uk/government/speeches/britain-has-been-shaping-the-world-for-centuries-that-wont-change-with-brexit-article-by-jeremy-hunt"
"Theresa May","Planning Act 2008: application for the proposed Silvertown Tunnel development consent order, further extension","7 November 2017","https://www.gov.uk/government/speeches/planning-act-2008-application-for-the-proposed-silvertown-tunnel-development-consent-order-further-extension"
"Theresa May","Is competition enough? Competition for consumers, on behalf of consumers.","8 May 2019","https://www.gov.uk/government/speeches/is-competition-enough-competition-for-consumers-on-behalf-of-consumers"
"Theresa May","We need national debate on rare diseases to offer the best possible care","10 July 2019","https://www.gov.uk/government/speeches/we-need-national-debate-on-rare-diseases-to-offer-the-best-possible-care"
"Theresa May","The power of the arts and social activities to improve the nation's health","6 November 2018","https://www.gov.uk/government/speeches/the-power-of-the-arts-and-social-activities-to-improve-the-nations-health"
"Theresa May","Countering the illegal wildlife trade in ASEAN: speech by Andrew Beirne","21 March 2019","https://www.gov.uk/government/speeches/countering-the-illegal-wildlife-trade-in-asean-speech-by-andrew-beirne"
"Theresa May","William Shawcross speech at the All Party Parliamentary Group","2 November 2016","https://www.gov.uk/government/speeches/william-shawcross-speech-at-the-all-party-parliamentary-group"
"Theresa May","Jeremy Wright speaking at the Professional Publishers Association Festival","9 May 2019","https://www.gov.uk/government/speeches/jeremy-wright-speaking-at-the-professional-publishers-association-festival"
"Theresa May","Nuclear Decommissioning Authority settlement, contract termination, and inquiry","27 March 2017","https://www.gov.uk/government/speeches/nda-settlement-contract-termination-and-inquiry"
"Theresa May","Address to Airlines UK on Heathrow engagement","24 May 2018","https://www.gov.uk/government/speeches/address-to-airlines-uk-on-heathrow-engagement"
"Theresa May","IISS Global Partnerships event 2018","28 November 2018","https://www.gov.uk/government/speeches/iiss-global-partnerships-event-2018"
"Theresa May","Nick Gibb: the role of academy directors in school improvement","19 September 2016","https://www.gov.uk/government/speeches/nick-gibb-the-role-of-academy-directors-in-school-improvement"
"Theresa May","Nick Gibb: the role of academy directors in school improvement","19 September 2016","https://www.gov.uk/government/speeches/nick-gibb-the-role-of-academy-directors-in-school-improvement"
"Theresa May","Queen's birthday celebration 2019 in Papua New Guinea: speech by Keith Scott","5 June 2019","https://www.gov.uk/government/speeches/address-by-he-mr-keith-scott-british-high-commissioner-at-a-reception-to-celebrate-the-birthday-of-hm-queen-elizabeth-ii"
"Theresa May","Addressing the urgent humanitarian situation in Yemen","18 July 2019","https://www.gov.uk/government/speeches/addressing-the-urgent-humanitarian-situation-in-yemen"
"Theresa May","UK priorities for the OSCE’s Human Dimension Committee for 2018","1 February 2018","https://www.gov.uk/government/speeches/uk-priorities-for-the-osces-human-dimension-committee-for-2018"
"Theresa May","Ending the ivory trade: Foreign Secretary's speech","31 January 2018","https://www.gov.uk/government/speeches/ending-the-ivory-trade-foreign-secretarys-speech"
"Theresa May","Address to Airlines UK on Heathrow engagement","24 May 2018","https://www.gov.uk/government/speeches/address-to-airlines-uk-on-heathrow-engagement"
"Theresa May","Queen's birthday celebration 2019 in Papua New Guinea: speech by Keith Scott","5 June 2019","https://www.gov.uk/government/speeches/address-by-he-mr-keith-scott-british-high-commissioner-at-a-reception-to-celebrate-the-birthday-of-hm-queen-elizabeth-ii"
"Theresa May","Minister Eustice Oral Statement on Scallops","13 September 2018","https://www.gov.uk/government/speeches/minister-eustice-oral-statement-on-scallops"
"Theresa May","Minister for Europe remarks to media in Ankara, Turkey","17 August 2017","https://www.gov.uk/government/speeches/minister-for-europe-remarks-to-media-in-ankara-turkey"
"Theresa May","A historic vote for the people of the Democratic Republic of Congo","11 January 2019","https://www.gov.uk/government/speeches/a-historic-vote-for-the-people-of-the-democratic-republic-of-congo"
"Theresa May","Nick Gibb: the role of academy directors in school improvement","19 September 2016","https://www.gov.uk/government/speeches/nick-gibb-the-role-of-academy-directors-in-school-improvement"
"Theresa May","Ambition interrupted: Young Carers Awareness Day","25 January 2017","https://www.gov.uk/government/speeches/ambition-interrupted-young-carers-awareness-day"
"Theresa May","Queen's birthday celebration 2019 in Papua New Guinea: speech by Keith Scott","5 June 2019","https://www.gov.uk/government/speeches/address-by-he-mr-keith-scott-british-high-commissioner-at-a-reception-to-celebrate-the-birthday-of-hm-queen-elizabeth-ii"
"Theresa May","Ghana: British High Commissioner's speech at Her Majesty The Queen's 92nd Birthday Party","31 May 2018","https://www.gov.uk/government/speeches/ghana-british-high-commissioners-speech-at-her-majesty-the-queens-92nd-birthday-party"
"Theresa May","Ghana: British High Commissioner's speech at Her Majesty The Queen's 92nd Birthday Party","31 May 2018","https://www.gov.uk/government/speeches/ghana-british-high-commissioners-speech-at-her-majesty-the-queens-92nd-birthday-party"
"Theresa May","Speech by the Attorney General for the swearing in of the the Rt Hon David Gauke MP as Lord Chancellor","18 January 2018","https://www.gov.uk/government/speeches/speech-by-the-attorney-general-for-the-swearing-in-of-the-the-rt-hon-david-gauke-mp-as-lord-chancellor"
"Theresa May","Securing HS2 for the Midlands and north","24 January 2019","https://www.gov.uk/government/speeches/securing-hs2-for-the-midlands-and-north"
"Theresa May","Lessons on building and sustaining peace","5 December 2018","https://www.gov.uk/government/speeches/lessons-on-building-and-sustaining-peace"
"Theresa May","Strengthening UN peacekeeping through triangular cooperation","10 July 2019","https://www.gov.uk/government/speeches/strengthening-un-peacekeeping-through-triangular-cooperation"
"Theresa May","9 to 1 GCSE grading webinar March 2017","27 March 2017","https://www.gov.uk/government/speeches/9-to-1-gcse-grading-webinar-march-2017"
"Theresa May","Op-ed by High Commissioner to Kenya on Westgate's anniversary","21 September 2016","https://www.gov.uk/government/speeches/kenya-remembering-westgate"
"Theresa May","""Multilateral cooperation must continue to effectively counter terrorism and violent extremism.""","28 September 2017","https://www.gov.uk/government/speeches/multilateral-cooperation-must-continue-to-effectively-counter-terrorism-and-violent-extremism"
"Theresa May","""Peacekeeping is one tool in the sustaining peace toolbox. It cannot be used in isolation...""","29 August 2017","https://www.gov.uk/government/speeches/peacekeeping-is-one-tool-in-the-sustaining-peace-toolbox-it-cannot-be-used-in-isolation"
"Theresa May","""We believe the way to achieve lasting peace is through a negotiated two-state solution""","17 October 2017","https://www.gov.uk/government/speeches/we-believe-the-way-to-achieve-lasting-peace-is-through-a-negotiated-two-state-solution"
"Theresa May","Post-conflict reconciliation in Kosovo","13 November 2018","https://www.gov.uk/government/speeches/post-conflict-reconciliation-in-kosovo"
"Theresa May","Oral Statement: Northern Ireland update","2 November 2017","https://www.gov.uk/government/speeches/oral-statement-northern-ireland-update"
"Theresa May","Ebola Virus Disease Outbreak: Update on UK Response","18 July 2019","https://www.gov.uk/government/speeches/ebola-virus-disease-outbreak-update-on-uk-response"
"Theresa May","Andrea Coscelli: staying ahead in a digital marketplace","9 September 2016","https://www.gov.uk/government/speeches/andrea-coscelli-staying-ahead-in-a-digital-marketplace"
"Theresa May","""We believe the way to achieve lasting peace is through a negotiated two-state solution""","17 October 2017","https://www.gov.uk/government/speeches/we-believe-the-way-to-achieve-lasting-peace-is-through-a-negotiated-two-state-solution"
"Theresa May","Considering new and emerging threats to international peace","3 October 2018","https://www.gov.uk/government/speeches/considering-new-and-emerging-threats"
"Theresa May","Post-conflict reconciliation in Kosovo","13 November 2018","https://www.gov.uk/government/speeches/post-conflict-reconciliation-in-kosovo"
"Theresa May","Britain celebrates links with Zimbabwe","19 June 2017","https://www.gov.uk/government/speeches/britain-celebrates-links-with-zimbabwe"
"Theresa May","Andrea Coscelli: staying ahead in a digital marketplace","9 September 2016","https://www.gov.uk/government/speeches/andrea-coscelli-staying-ahead-in-a-digital-marketplace"
"Theresa May","HMCI's commentary: new research into short school inspections","7 March 2017","https://www.gov.uk/government/speeches/hmcis-monthly-commentary-march-2017"
"Theresa May","Considering new and emerging threats to international peace","3 October 2018","https://www.gov.uk/government/speeches/considering-new-and-emerging-threats"
"Theresa May","Alasdair Smith on the expected impact of the CMA’s banking investigation","21 October 2016","https://www.gov.uk/government/speeches/alasdair-smith-on-the-expected-impact-of-the-cmas-banking-investigation"
"Theresa May","Ebola Virus Disease Outbreak: Update on UK Response","18 July 2019","https://www.gov.uk/government/speeches/ebola-virus-disease-outbreak-update-on-uk-response"
"Theresa May","Securing the Qualifications Landscape: The 3 'R's","27 February 2018","https://www.gov.uk/government/speeches/securing-the-qualifications-landscape-the-3-rs"
"Theresa May","Lessons on building and sustaining peace","5 December 2018","https://www.gov.uk/government/speeches/lessons-on-building-and-sustaining-peace"
"Theresa May","Alasdair Smith on the expected impact of the CMA’s banking investigation","21 October 2016","https://www.gov.uk/government/speeches/alasdair-smith-on-the-expected-impact-of-the-cmas-banking-investigation"
"Theresa May","Strengthening UN peacekeeping through triangular cooperation","10 July 2019","https://www.gov.uk/government/speeches/strengthening-un-peacekeeping-through-triangular-cooperation"
"Theresa May","""Peacekeeping is one tool in the sustaining peace toolbox. It cannot be used in isolation...""","29 August 2017","https://www.gov.uk/government/speeches/peacekeeping-is-one-tool-in-the-sustaining-peace-toolbox-it-cannot-be-used-in-isolation"
"Theresa May","Securing the Qualifications Landscape: The 3 'R's","27 February 2018","https://www.gov.uk/government/speeches/securing-the-qualifications-landscape-the-3-rs"
"Theresa May","Alasdair Smith on the expected impact of the CMA’s banking investigation","21 October 2016","https://www.gov.uk/government/speeches/alasdair-smith-on-the-expected-impact-of-the-cmas-banking-investigation"
"Theresa May","Communication, expectations, innovation: maintaining public support for new technology","3 July 2017","https://www.gov.uk/government/speeches/communication-expectations-innovation-maintaining-public-support-for-new-technology"
"Theresa May","Alasdair Smith on the expected impact of the CMA’s banking investigation","21 October 2016","https://www.gov.uk/government/speeches/alasdair-smith-on-the-expected-impact-of-the-cmas-banking-investigation"
"Theresa May","Secretary of State for Wales: The legacy of Aberfan","16 October 2016","https://www.gov.uk/government/speeches/secretary-of-state-for-wales-the-legacy-of-aberfan"
"Theresa May","Amanda Spielman at the 2019 Annual Apprenticeships Conference","27 March 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-the-2019-annual-apprenticeships-conference"
